Date,Open,High,Low,Close,Adj Close,Volume
2019-10-15,34186.26172,34259.23047,33929.19141,34083.53125,34083.53125,0
2019-10-16,34083.53125,34434.05859,34083.53125,34281.08984,34281.08984,0
2019-10-17,34281.08984,34361.44922,33836.96875,33898.55859,33898.55859,0
2019-10-18,33898.55859,34096.39063,33667.80078,33870.14844,33870.14844,0
2019-10-21,33870.14844,33885.46875,33074.85938,33084.73047,33084.73047,0
2019-10-22,33084.73047,33240.10156,32960.64844,33198.96094,33198.96094,0
2019-10-23,33198.96094,33639.76172,33198.96094,33439.69141,33439.69141,0
2019-10-24,33439.69141,33862.64063,33439.69141,33762.48047,33762.48047,0
2019-10-25,33762.48047,33943.80859,33597.85938,33657.46094,33657.46094,0
2019-10-28,33657.46094,34008.35156,33572.35938,33861.58984,33861.58984,0
2019-10-29,33861.58984,34016.55078,33715.96875,33797.51172,33797.51172,0
2019-10-30,33797.51172,33951.48047,33670.69922,33761.41016,33761.41016,0
2019-10-31,33761.41016,34306,33761.41016,34203.67969,34203.67969,0
2019-11-01,34203.67969,34489.51172,34108.10156,34377.60938,34377.60938,0
2019-11-04,34377.60938,35309.01172,34377.60938,35277.46094,35277.46094,0
2019-11-05,35277.46094,35608.76953,35243.21875,35358.30859,35358.30859,0
2019-11-06,35358.30859,35985.21094,35358.30859,35653.32813,35653.32813,0
2019-11-07,35653.32813,35834.23828,35458.10156,35758.51953,35758.51953,0
2019-11-08,35758.51953,36048.51953,35758.51953,35978.16016,35978.16016,0
2019-11-11,35978.16016,36817.73047,35978.16016,36803.10156,36803.10156,0
2019-11-12,36803.10156,37171.03906,36672.21875,36765.55859,36765.55859,0
2019-11-13,36765.55859,37289.41016,36481.03125,37166.96094,37166.96094,0
2019-11-14,37166.96094,37507.01953,37130.01172,37243.19922,37243.19922,0
2019-11-15,37243.19922,37634.75,37225.60938,37583.89063,37583.89063,0
2019-11-18,37583.89063,38452.73047,37583.89063,38411.55859,38411.55859,0
2019-11-19,38411.55859,38911.46094,38393.60938,38564.37109,38564.37109,0
2019-11-20,38564.37109,38661.71094,37977.62891,38037.67969,38037.67969,0
2019-11-21,38037.67969,38096.55859,37033.44922,37101.30859,37101.30859,0
2019-11-22,37101.30859,37948.37109,36953.96094,37925.78906,37925.78906,0
2019-11-25,37925.78906,38293.07813,37839.03125,38212.28125,38212.28125,0
2019-11-26,38212.28125,38568.05078,37535.89063,37795.05078,37795.05078,0
2019-11-27,37795.05078,38122.71875,37671.62891,38122.71875,38122.71875,0
2019-11-29,38706.26953,39452.76172,38706.26953,39287.64844,39287.64844,0
2019-12-02,39287.64844,40144.12109,39287.64844,40124.21875,40124.21875,0
2019-12-03,40124.21875,40444.05078,39725.69922,39788.73047,39788.73047,0
2019-12-04,39788.73047,40306.55078,39659.42969,40270.51953,40270.51953,0
2019-12-05,null,null,null,null,null,null
2019-12-06,40641.10156,40987.76172,40595.96094,40732.25,40732.25,0
2019-12-09,40732.25,40916.39063,40314.94141,40442.80078,40442.80078,0
2019-12-10,40442.80859,40704.21875,40259.03125,40664.60156,40664.60156,0
2019-12-11,40664.60156,40911.19141,40450.98047,40531.42188,40531.42188,0
2019-12-12,40531.42188,40769.87891,40172.32031,40514.17188,40514.17188,0
2019-12-13,40514.17188,41077.82031,40514.17188,40916.58984,40916.58984,0
2019-12-16,40916.58984,41699.03906,40916.58984,41644.87891,41644.87891,0
2019-12-17,41644.87891,42056.14063,41025.71094,41768.66016,41768.66016,0
2019-12-18,41768.66016,41920.62109,41389.60156,41603.71094,41603.71094,0
2019-12-19,41603.71094,41796.32813,40414.35938,40655.37109,40655.37109,0
2019-12-20,40655.37109,41054.42188,40493.98828,40832.98828,40832.98828,0
2019-12-23,40832.98828,40832.98828,39931.78125,40008.28906,40008.28906,0
2019-12-24,40008.28906,40488.67969,39455.32813,40328.32031,40328.32031,0
2019-12-26,40328.32031,41148.71875,40328.32031,41127.78906,41127.78906,0
2019-12-27,41127.78906,41289.67969,40726.64844,40848.53125,40848.53125,0
2019-12-30,40848.53125,41295.28125,40815.80078,40887.62109,40887.62109,0
2019-12-31,40887.62109,40997.5,40689.01953,40735.07813,40735.07813,0
2020-01-02,41400,42543.73047,41400,42480.76172,42480.76172,0
2020-01-03,42480.76172,42835.07813,42077.44922,42323.30078,42323.30078,0
2020-01-06,42323.30078,42323.30078,41207.16016,41296.23828,41296.23828,0
2020-01-07,41296.23828,41967.94141,41296.23828,41904.46875,41904.46875,0
2020-01-08,41904.46875,41939.46875,41173.94922,41357.55859,41357.55859,0
2020-01-09,41357.55859,42556.01172,41357.55859,42523.07031,42523.07031,0
2020-01-10,42523.07031,43241.78125,42523.07031,43207.05078,43207.05078,0
2020-01-13,43207.05078,43453.33984,43037.71875,43218.67188,43218.67188,0
2020-01-14,43218.67188,43468.21875,43095.41016,43207.03906,43207.03906,0
2020-01-15,43207.03906,43239.87891,42877.89844,42993.03125,42993.03125,0
2020-01-16,42993.01953,43205.26172,42805.73047,43065.10156,43065.10156,0
2020-01-17,43065.08984,43246.60938,43017.5,43167.76953,43167.76953,0
2020-01-21,42747.62109,42965.41016,42338.78906,42626.48047,42626.48047,0
2020-01-22,42626.46875,42675.42188,42144.46875,42561.26953,42561.26953,0
2020-01-23,42561.26953,42906.14063,42439.67969,42506.94922,42506.94922,0
2020-01-24,42506.94922,42707.42969,42250.55859,42633.03125,42633.03125,0
2020-01-27,42633.01953,42738.55859,42472.16016,42539.23047,42539.23047,0
2020-01-28,42539.23047,42539.23047,42153.28906,42299.19141,42299.19141,0
2020-01-29,42299.19141,42429.48828,41790.80859,41898.69922,41898.69922,0
2020-01-30,41898.69922,41982.69922,41548.03906,41903.51172,41903.51172,0
2020-01-31,41903.5,42137.39844,41558.73828,41630.94141,41630.94141,0
2020-02-03,41630.92969,41630.92969,40233.64063,40409.37891,40409.37891,0
2020-02-04,40409.37891,40953.28906,40349,40884.25,40884.25,0
2020-02-05,null,null,null,null,null,null
2020-02-06,40884.25,41162.91016,40684.17969,40724.41016,40724.41016,0
2020-02-07,40724.39844,40869.48828,40046.48047,40143.62891,40143.62891,0
2020-02-10,40143.62891,40150.33984,39196.19141,39296.69922,39296.69922,0
2020-02-11,39296.69922,39985.96094,39084.85938,39714.46094,39714.46094,0
2020-02-12,39714.46094,40637.78906,39714.46094,40531.12891,40531.12891,0
2020-02-13,40531.12891,40787.08984,40323.42188,40455.44141,40455.44141,0
2020-02-14,40455.44141,40603.16016,40094.28906,40243.26172,40243.26172,0
2020-02-18,40276.92969,40600.80078,40065.85938,40175.35156,40175.35156,0
2020-02-19,40175.35156,40644.05859,40175.35156,40574.51953,40574.51953,0
