Date,Open,High,Low,Close,Adj Close,Volume
2019-10-15,6130.299805,6158.166016,6118.262207,6158.166016,6158.166016,118739300
2019-10-16,6170.562012,6183.583984,6143.846191,6169.591797,6169.591797,114463100
2019-10-17,6169.903809,6197.935059,6161.39209,6181.01416,6181.01416,119164000
2019-10-18,6185.214844,6201.174805,6178.498047,6191.946777,6191.946777,125611600
2019-10-21,6207.88916,6228.227051,6187.36084,6198.986816,6198.986816,146413800
2019-10-22,6207.492188,6229.398926,6178.555176,6225.49707,6225.49707,114083500
2019-10-23,6224.417969,6257.806152,6197.954102,6257.806152,6257.806152,135886700
2019-10-24,6271.51416,6339.646973,6270.186035,6339.646973,6339.646973,130619300
2019-10-25,6342.608887,6348.314941,6243.246094,6252.345215,6252.345215,151346100
2019-10-28,6256.790039,6278.163086,6243.349121,6265.383789,6265.383789,145042900
2019-10-29,6267.680176,6281.138184,6245.937988,6281.138184,6281.138184,148492100
2019-10-30,6302.087891,6304.049805,6264.938965,6295.74707,6295.74707,139603200
2019-10-31,6290.566895,6301.592773,6216.290039,6228.316895,6228.316895,163955700
2019-11-01,6225.814941,6228.411133,6193.887207,6207.190918,6207.190918,142104600
2019-11-04,6219.126953,6242.083984,6180.344238,6180.344238,6180.344238,103975100
2019-11-05,6204.438965,6264.151855,6195.304199,6264.151855,6264.151855,95988100
2019-11-06,6273.917969,6274.291992,6198.496094,6217.544922,6217.544922,70278100
2019-11-07,6234.604004,6235.638184,6119.420898,6165.624023,6165.624023,67284200
2019-11-08,6165.766113,6180.199219,6139.823242,6177.98584,6177.98584,60698400
2019-11-11,6171.437012,6182.815918,6127.876953,6148.740234,6148.740234,47286600
2019-11-12,6135.493164,6180.992188,6133.53418,6180.992188,6180.992188,57719100
2019-11-13,6177.660156,6183.827148,6132.25293,6142.500977,6142.500977,51900400
2019-11-14,6137.535156,6146.397949,6062.97998,6098.950195,6098.950195,72169800
2019-11-15,6115.758789,6137.355957,6092.616211,6128.345215,6128.345215,46157800
2019-11-18,6126.413086,6134.314941,6098.081055,6122.625,6122.625,47079600
2019-11-19,6136.937012,6152.089844,6113.333008,6152.089844,6152.089844,51414200
2019-11-20,6136.25293,6167.411133,6123.584961,6155.108887,6155.108887,51663000
2019-11-21,6135.76416,6137.270996,6099.567871,6117.36377,6117.36377,50800300
2019-11-22,6115.791016,6122.480957,6086.827148,6100.242188,6100.242188,51362000
2019-11-25,6094.748047,6105.097168,6052.265137,6070.762207,6070.762207,48496000
2019-11-26,6091.237793,6096.661133,6026.187988,6026.187988,6026.187988,81161800
2019-11-27,6025.940918,6052.492188,6002.987793,6023.039063,6023.039063,57364300
2019-11-28,6013.270996,6036.828125,5945.75,5953.060059,5953.060059,51713900
2019-11-29,5949.883789,6015.699219,5939.403809,6011.830078,6011.830078,51024700
2019-12-02,6023.611816,6130.055176,6023.009766,6130.055176,6130.055176,52565500
2019-12-03,6119.901855,6148.366211,6107.64209,6133.895996,6133.895996,52634500
2019-12-04,6121.333008,6127.977051,6095.306152,6112.878906,6112.878906,50339400
2019-12-05,6132.039063,6157.931152,6131.588867,6152.117188,6152.117188,52261600
2019-12-06,6160.783203,6186.868164,6145.119141,6186.868164,6186.868164,49098600
2019-12-09,6194.082031,6210.778809,6180.836914,6193.791016,6193.791016,54834500
2019-12-10,6186.75293,6205.133789,6179.518066,6183.504883,6183.504883,51058500
2019-12-11,6190.577148,6204.604004,6171.926758,6180.099121,6180.099121,49556800
2019-12-12,6185.417969,6201.023926,6139.396973,6139.396973,6139.396973,51845400
2019-12-13,6181.055176,6197.317871,6167.640137,6197.317871,6197.317871,48546800
2019-12-16,6197.313965,6237.916016,6197.313965,6211.591797,6211.591797,55299700
2019-12-17,6223.442871,6244.352051,6205.62793,6244.352051,6244.352051,53264500
2019-12-18,6287.25,6287.25,6287.25,6287.25,6287.25,0
2019-12-19,6274.388184,6281.416016,6235.844238,6249.930176,6249.930176,47624800
2019-12-20,6257.160156,6284.37207,6231.46582,6284.37207,6284.37207,52766200
2019-12-23,6309.670898,6315.721191,6270.539063,6305.910156,6305.910156,39077900
2019-12-26,6303.059082,6326.268066,6303.059082,6319.442871,6319.442871,33608900
2019-12-27,6321.568848,6337.335938,6312.380859,6329.313965,6329.313965,42100200
2019-12-30,6329.134766,6336.919922,6289.546875,6299.539063,6299.539063,47557400
2020-01-02,6313.12793,6317.013184,6263.675781,6283.581055,6283.581055,33043700
2020-01-03,6306.187012,6323.46582,6287.706055,6323.46582,6323.46582,44625300
2020-01-06,6293.499023,6300.436035,6252.634766,6257.402832,6257.402832,41421300
2020-01-07,6272.220215,6284.89209,6246.128906,6279.346191,6279.346191,39441600
2020-01-08,6248.442871,6250.12207,6218.129883,6225.686035,6225.686035,44622600
2020-01-09,6248.661133,6274.493164,6238.98291,6274.493164,6274.493164,41868400
2020-01-10,6287.166992,6295.370117,6271.97998,6274.940918,6274.940918,52213500
2020-01-13,6287.912109,6297.775879,6269.480957,6296.566895,6296.566895,44003800
2020-01-14,6308.890137,6325.405762,6298.60791,6325.405762,6325.405762,44467400
2020-01-15,6326.166016,6348.525879,6255.498047,6283.365234,6283.365234,51089200
2020-01-16,6275.956055,6299.541016,6255.493164,6286.047852,6286.047852,42118300
2020-01-17,6293.782227,6301.484863,6266.932129,6291.657227,6291.657227,37597900
2020-01-20,6310.500977,6312.98877,6240.189941,6245.042969,6245.042969,38818200
2020-01-21,6251.99707,6257.884766,6226.063965,6238.152832,6238.152832,41929600
2020-01-22,6241.575195,6265.51416,6223.189941,6233.453125,6233.453125,51077800
2020-01-23,6243.998047,6255.042969,6229.130859,6249.209961,6249.209961,41256500
2020-01-24,6242.834961,6258.851074,6234.825195,6244.108887,6244.108887,38828900
2020-01-27,6240.817871,6242.176758,6130.928223,6133.208008,6133.208008,43723000
2020-01-28,6111.184082,6111.184082,6111.184082,6111.184082,6111.184082,0
2020-01-29,6123.095215,6152.588867,6102.795898,6113.044922,6113.044922,34605300
2020-01-30,6057.596191,6057.596191,6057.596191,6057.596191,6057.596191,0
2020-01-31,6076.458984,6078.930176,5937.021973,5940.047852,5940.047852,41508700
2020-02-03,5920.967773,5942.782227,5877.201172,5884.169922,5884.169922,34951000
2020-02-04,5947.506836,5952.946777,5911.375,5922.338867,5922.338867,36217700
2020-02-05,5955.519043,5978.509766,5924.374023,5978.509766,5978.509766,39786600
2020-02-06,5987.14502,5987.14502,5987.14502,5987.14502,5987.14502,0
2020-02-07,5988.058105,6004.812012,5981.644043,5999.606934,5999.606934,35281700
2020-02-10,5993.376953,5996.46582,5937.380859,5952.083008,5952.083008,34305400
2020-02-11,5954.396973,5954.396973,5954.396973,5954.396973,5954.396973,0
2020-02-12,5957.060059,5962.347168,5895.724121,5913.081055,5913.081055,29256800
2020-02-13,5921.912109,5929.499023,5860.254883,5871.954102,5871.954102,33248200
2020-02-14,5857.721191,5890.028809,5843.432129,5866.944824,5866.944824,27655200
2020-02-17,5863.914063,5878.463867,5853.598145,5867.522949,5867.522949,28723300
2020-02-18,5856.880859,5907.13916,5855.924805,5886.961914,5886.961914,34641400
2020-02-19,5898.899902,5928.791016,5898.701172,5928.791016,5928.791016,34517800
2020-02-20,5941.450195,5960.712891,5929.14502,5942.486816,5942.486816,37350100
2020-02-21,5940.785156,5944.205078,5873.731934,5882.254883,5882.254883,36665400
2020-02-24,5846.145996,5863.124023,5787.919922,5807.049805,5807.049805,40039600
2020-02-25,5784.736816,5814.679199,5752.334961,5787.138184,5787.138184,39502600
2020-02-26,5757.166992,5757.740234,5688.920898,5688.920898,5688.920898,39521300
2020-02-27,5680.437012,5684.286133,5526.816895,5535.693848,5535.693848,41308700
2020-02-28,5436.171875,5456.275879,5288.370117,5452.704102,5452.704102,49636800
2020-03-02,5455.045898,5491.134766,5354.620117,5361.246094,5361.246094,40235000
2020-03-03,5431.295898,5545.773926,5431.295898,5518.62793,5518.62793,42974300
2020-03-04,5524.094238,5651.85498,5516.805176,5650.13623,5650.13623,45255400
2020-03-05,5688.778809,5715.940918,5613.719238,5638.129883,5638.129883,40684000
2020-03-06,5575.565918,5577.801758,5498.540039,5498.540039,5498.540039,32430900
2020-03-09,5364.604004,5364.604004,5133.150879,5136.809082,5136.809082,42737600
2020-03-10,5149.493164,5278.422852,5149.452148,5220.826172,5220.826172,44495700
2020-03-11,5231.608887,5264.47998,5112.318848,5154.10498,5154.10498,46650100
2020-03-12,5040.964844,5040.987793,4895.748047,4895.748047,4895.748047,36992900
2020-03-13,4895.748047,4937.993164,4639.914063,4907.570801,4907.570801,46288600
2020-03-16,4907.570801,4907.570801,4677.75,4690.657227,4690.657227,30471900
2020-03-17,4690.657227,4698.043945,4447.956055,4456.749023,4456.749023,30662200
2020-03-18,4456.749023,4473.824219,4284.674805,4330.673828,4330.673828,38642900
2020-03-19,4330.673828,4330.673828,4093.714111,4105.421875,4105.421875,26383700
2020-03-20,4105.421875,4238.263184,3918.340088,4194.943848,4194.943848,63008300
2020-03-23,4194.943848,4194.943848,3975.190918,3989.51709,3989.51709,32514300
2020-03-24,3989.51709,4123.562012,3911.716064,3937.63208,3937.63208,45744100
2020-03-26,3937.63208,4370.660156,3935.914063,4338.903809,4338.903809,81100100
2020-03-27,4338.903809,4697.666016,4338.903809,4545.570801,4545.570801,77851100
2020-03-30,4545.570801,4545.570801,4317.713867,4414.5,4414.5,27552200
2020-03-31,4414.5,4569.473145,4414.5,4538.930176,4538.930176,43426600
2020-04-01,4538.930176,4627.417969,4445.138184,4466.037109,4466.037109,41848000
2020-04-02,4466.037109,4531.685059,4393.668945,4531.685059,4531.685059,46011500
2020-04-03,4531.685059,4623.429199,4531.685059,4623.429199,4623.429199,58684300
2020-04-06,4623.429199,4811.827148,4623.429199,4811.827148,4811.827148,70452900
2020-04-07,4811.827148,4975.536133,4721.721191,4778.63916,4778.63916,86224800
2020-04-08,4778.63916,4780.214844,4583.900879,4626.694824,4626.694824,45557700
2020-04-09,4626.694824,4669.709961,4562.901855,4649.079102,4649.079102,53523100
2020-04-13,4649.079102,4659.029785,4591.728027,4623.894043,4623.894043,45586600
2020-04-14,4623.894043,4706.491211,4623.894043,4706.491211,4706.491211,55226400
2020-04-15,4706.491211,4747.725098,4605.054199,4625.904785,4625.904785,63059600
2020-04-16,4480.606934,4480.606934,4480.606934,4480.606934,4480.606934,0
2020-04-17,4480.606934,4637.242188,4480.606934,4634.820801,4634.820801,54547300
2020-04-20,4634.820801,4669.541992,4573.773926,4575.904785,4575.904785,52113500
2020-04-21,4575.904785,4575.904785,4482.63916,4501.918945,4501.918945,42328500
2020-04-22,4501.918945,4580.680176,4441.089844,4567.562012,4567.562012,48368900
2020-04-23,4567.562012,4629.025879,4567.562012,4593.554199,4593.554199,49463700
2020-04-24,4593.554199,4593.830078,4496.063965,4496.063965,4496.063965,46122600
2020-04-27,4496.063965,4541.312012,4474.893066,4513.141113,4513.141113,36774700
2020-04-28,4513.141113,4532.378906,4494.470215,4529.554199,4529.554199,45440500
2020-04-29,4529.554199,4568.665039,4523.955078,4567.323242,4567.323242,41461800
2020-04-30,4567.323242,4726.773926,4567.323242,4716.402832,4716.402832,60229700
2020-05-04,4716.402832,4716.402832,4576.228027,4605.486816,4605.486816,39084200
2020-05-05,4605.486816,4667.786133,4605.486816,4630.132813,4630.132813,47829500
2020-05-06,4630.132813,4647.524902,4597.750977,4608.790039,4608.790039,45079300
2020-05-08,4608.790039,4630.588867,4586.73877,4597.430176,4597.430176,47798700
2020-05-11,4597.430176,4659.861816,4597.430176,4639.10498,4639.10498,45461000
2020-05-12,4639.10498,4644.134766,4552.387207,4588.733887,4588.733887,46906900
2020-05-13,4588.733887,4588.733887,4519.978027,4554.358887,4554.358887,45092300
2020-05-14,4554.358887,4564.149902,4494.153809,4513.833984,4513.833984,47342600
2020-05-15,4513.833984,4540.420898,4460.272949,4507.606934,4507.606934,46257200
2020-05-18,4507.606934,4527.967773,4487.179199,4511.058105,4511.058105,45156900
2020-05-19,4511.058105,4609.041992,4511.058105,4548.655762,4548.655762,51665300
2020-05-20,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,42464800
2020-05-26,4545.952148,4634.652832,4541.833984,4626.798828,4626.798828,53757500
2020-05-27,4626.798828,4641.555176,4597.37207,4641.555176,4641.555176,60985400
2020-05-28,4641.555176,4741.603027,4638.808105,4716.185059,4716.185059,68549600
2020-05-29,4716.185059,4755.957031,4704.788086,4753.611816,4753.611816,104791300
2020-06-02,4753.611816,4884.01123,4753.611816,4847.506836,4847.506836,73135500
2020-06-03,4847.506836,4960.070801,4847.506836,4941.005859,4941.005859,101631500
2020-06-04,4941.005859,5014.76416,4899.390137,4916.704102,4916.704102,110933800
2020-06-05,4916.704102,4948.512207,4851.148926,4947.782227,4947.782227,86864800
2020-06-08,4947.782227,5103.085938,4947.782227,5070.561035,5070.561035,138169200
2020-06-09,5070.561035,5139.405762,5023.76709,5035.055176,5035.055176,115140600
2020-06-10,5035.055176,5036.855957,4892.817871,4920.682129,4920.682129,84234700
2020-06-11,4920.682129,4931.242188,4812.192871,4854.753906,4854.753906,71655200
2020-06-12,4854.753906,4880.358887,4712.073242,4880.358887,4880.358887,80885000
2020-06-15,4880.358887,4918.056152,4809.619141,4816.335938,4816.335938,64138400
2020-06-16,4816.335938,4989.526855,4816.335938,4986.458008,4986.458008,75836700
2020-06-17,4986.458008,5018.984863,4968.925781,4987.775879,4987.775879,68366200
2020-06-18,4987.775879,4993.61377,4925.248047,4925.248047,4925.248047,70877500
2020-06-19,4925.248047,4970.066895,4925.248047,4942.274902,4942.274902,57556700
2020-06-22,4942.274902,4957.666016,4904.766113,4918.831055,4918.831055,47869800
2020-06-23,4918.831055,4938.394043,4879.132813,4879.132813,4879.132813,54884300
2020-06-24,4879.132813,4977.650879,4879.132813,4964.734863,4964.734863,62466500
2020-06-25,4964.734863,4964.734863,4883.709961,4896.72998,4896.72998,50705900
2020-06-26,4896.72998,4941.138184,4882.141113,4904.087891,4904.087891,44280300
2020-06-29,4904.087891,4909.905762,4862.041016,4901.817871,4901.817871,44174500
2020-06-30,4901.817871,4939.839844,4894.120117,4905.39209,4905.39209,51279100
2020-07-01,4905.39209,4928.611816,4885.602051,4914.388184,4914.388184,43243400
2020-07-02,4914.388184,4966.779785,4914.388184,4966.779785,4966.779785,55396200
2020-07-03,4966.779785,4997.481934,4964.10791,4973.793945,4973.793945,55723400
2020-07-06,4973.793945,5009.345215,4973.490234,4988.866211,4988.866211,64282100
2020-07-07,4988.866211,5011.712891,4982.333984,4987.082031,4987.082031,72834600
2020-07-08,4987.082031,5080.251953,4985.01709,5076.173828,5076.173828,73499000
2020-07-09,5076.173828,5111.563965,5041.930176,5052.793945,5052.793945,79794300
2020-07-10,5052.793945,5076.520996,5022.169922,5031.255859,5031.255859,67684500
2020-07-13,5031.255859,5075.098145,5024.934082,5064.446777,5064.446777,65331900
2020-07-14,5064.446777,5079.12207,5053.722168,5079.12207,5079.12207,71530500
2020-07-15,5079.12207,5116.463867,5069.380859,5075.797852,5075.797852,82580500
2020-07-16,5075.797852,5107.259766,5075.797852,5098.374023,5098.374023,68710400
2020-07-17,5098.374023,5110.430176,5073.557129,5079.584961,5079.584961,61709100
2020-07-20,5079.584961,5100.191895,5031.888184,5051.105957,5051.105957,68632100
2020-07-21,5051.105957,5135.559082,5047.085938,5114.708984,5114.708984,83156800
2020-07-22,5114.708984,5142.043945,5099.566895,5110.187012,5110.187012,79454100
2020-07-23,5110.220215,5162.97998,5110.220215,5145.009766,5145.009766,98800000
2020-07-24,5145.01123,5149.589844,5074.492188,5082.991211,5082.991211,97013800
2020-07-27,5082.991211,5116.666016,5080.121094,5116.666016,5116.666016,103523300
2020-07-28,5116.666016,5143.286133,5097.418945,5112.98877,5112.98877,91890400
2020-07-29,5111.109863,5149.629883,5091.399902,5149.629883,5149.629883,80750000
2020-07-30,5111.112793,5149.626953,5091.399902,5149.626953,5149.626953,80749900
2020-08-03,5149.626953,5157.272949,4928.467773,5006.223145,5006.223145,83815200
2020-08-04,5006.223145,5075.001953,5006.223145,5075.001953,5075.001953,73766600
2020-08-05,5075.001953,5127.050781,5059.088867,5127.050781,5127.050781,84611300
2020-08-06,5127.050781,5187.963867,5127.050781,5178.271973,5178.271973,90452400
2020-08-07,5178.271973,5187.374023,5119.683105,5143.893066,5143.893066,91282400
2020-08-10,5157.833984,5157.833984,5157.833984,5157.833984,5157.833984,0
